reg;semaine;cl_age90;Nb_tests_PCR_TA_crible;Prc_tests_PCR_TA_crible;Nb_susp_501Y_V1;Prc_susp_501Y_V1;Nb_susp_501Y_V2_3;Prc_susp_501Y_V2_3;Nb_susp_IND;Prc_susp_IND;Nb_susp_ABS;Prc_susp_ABS
84;2021-02-14-2021-02-20;49;1553;63.5;671;43.2;49;3.2;74;4.8;759;48.9
84;2021-02-14-2021-02-20;59;1539;64;626;40.7;62;4;70;4.5;781;50.7
84;2021-02-14-2021-02-20;69;993;63.5;342;34.4;23;2.3;52;5.2;576;58
84;2021-02-14-2021-02-20;79;761;64.2;256;33.6;13;1.7;40;5.3;452;59.4
84;2021-02-14-2021-02-20;89;561;61.3;145;25.8;9;1.6;30;5.3;377;67.2
84;2021-02-14-2021-02-20;90;297;62.1;73;24.6;1;0.3;29;9.8;194;65.3
84;2021-02-15-2021-02-21;09;473;70.1;219;46.3;19;4;22;4.7;213;45
84;2021-02-15-2021-02-21;19;1354;65.2;659;48.7;47;3.5;55;4.1;593;43.8
84;2021-02-15-2021-02-21;29;1472;62.6;634;43.1;52;3.5;73;5;713;48.4
84;2021-02-15-2021-02-21;39;1569;62.9;717;45.7;49;3.1;73;4.7;730;46.5
84;2021-02-15-2021-02-21;49;1562;63.7;672;43;53;3.4;75;4.8;762;48.8
84;2021-02-15-2021-02-21;59;1555;64.6;638;41;62;4;71;4.6;784;50.4
84;2021-02-15-2021-02-21;69;1001;64.3;347;34.7;25;2.5;52;5.2;577;57.6
84;2021-02-15-2021-02-21;79;777;64.8;261;33.6;13;1.7;42;5.4;461;59.3
84;2021-02-15-2021-02-21;89;573;62.8;147;25.7;9;1.6;28;4.9;389;67.9
84;2021-02-15-2021-02-21;90;304;63.7;74;24.3;2;0.7;31;10.2;197;64.8
84;2021-02-16-2021-02-22;09;482;70.2;238;49.4;19;3.9;28;5.8;197;40.9
84;2021-02-16-2021-02-22;19;1457;66.5;751;51.5;45;3.1;69;4.7;592;40.6
84;2021-02-16-2021-02-22;29;1497;63.1;699;46.7;52;3.5;71;4.7;675;45.1
84;2021-02-16-2021-02-22;39;1649;64.2;770;46.7;53;3.2;72;4.4;754;45.7
84;2021-02-16-2021-02-22;49;1553;63.8;701;45.1;58;3.7;80;5.2;714;46
84;2021-02-16-2021-02-22;59;1598;66.5;682;42.7;66;4.1;74;4.6;776;48.6
84;2021-02-16-2021-02-22;69;1045;64.7;396;37.9;26;2.5;51;4.9;572;54.7
84;2021-02-16-2021-02-22;79;762;63.7;269;35.3;13;1.7;42;5.5;438;57.5
84;2021-02-16-2021-02-22;89;565;64.9;158;28;9;1.6;26;4.6;372;65.8
84;2021-02-16-2021-02-22;90;289;62.7;80;27.7;4;1.4;24;8.3;181;62.6
84;2021-02-17-2021-02-23;09;513;70.6;267;52;18;3.5;29;5.7;199;38.8
84;2021-02-17-2021-02-23;19;1540;67.8;811;52.7;52;3.4;75;4.9;602;39.1
84;2021-02-17-2021-02-23;29;1534;63.5;741;48.3;53;3.5;84;5.5;656;42.8
84;2021-02-17-2021-02-23;39;1698;65.2;820;48.3;60;3.5;77;4.5;741;43.6
84;2021-02-17-2021-02-23;49;1584;63.8;755;47.7;57;3.6;82;5.2;690;43.6
84;2021-02-17-2021-02-23;59;1599;67.5;722;45.2;63;3.9;78;4.9;736;46
84;2021-02-17-2021-02-23;69;1075;65.6;450;41.9;31;2.9;52;4.8;542;50.4
84;2021-02-17-2021-02-23;79;779;63.5;285;36.6;13;1.7;47;6;434;55.7
84;2021-02-17-2021-02-23;89;572;66.4;164;28.7;8;1.4;31;5.4;369;64.5
84;2021-02-17-2021-02-23;90;284;64.1;72;25.4;5;1.8;24;8.5;183;64.4
84;2021-02-18-2021-02-24;09;548;71.5;297;54.2;16;2.9;26;4.7;209;38.1
84;2021-02-18-2021-02-24;19;1638;68.4;845;51.6;55;3.4;85;5.2;653;39.9
84;2021-02-18-2021-02-24;29;1592;63.3;793;49.8;52;3.3;105;6.6;642;40.3
84;2021-02-18-2021-02-24;39;1727;64.9;836;48.4;68;3.9;82;4.7;741;42.9
84;2021-02-18-2021-02-24;49;1578;63.2;798;50.6;55;3.5;84;5.3;641;40.6
84;2021-02-18-2021-02-24;59;1618;67.4;766;47.3;64;4;83;5.1;705;43.6
84;2021-02-18-2021-02-24;69;1076;65.3;485;45.1;30;2.8;62;5.8;499;46.4
84;2021-02-18-2021-02-24;79;772;63.5;303;39.2;15;1.9;48;6.2;406;52.6
84;2021-02-18-2021-02-24;89;560;65.7;171;30.5;10;1.8;37;6.6;342;61.1
84;2021-02-18-2021-02-24;90;266;62;68;25.6;5;1.9;24;9;169;63.5
84;2021-02-19-2021-02-25;09;550;71.3;308;56;20;3.6;29;5.3;193;35.1
84;2021-02-19-2021-02-25;19;1667;69;859;51.5;55;3.3;100;6;653;39.2
84;2021-02-19-2021-02-25;29;1625;63.7;807;49.7;53;3.3;124;7.6;641;39.4
84;2021-02-19-2021-02-25;39;1745;64.6;863;49.5;64;3.7;102;5.8;716;41
84;2021-02-19-2021-02-25;49;1588;63.5;826;52;67;4.2;98;6.2;597;37.6
84;2021-02-19-2021-02-25;59;1636;66.9;787;48.1;70;4.3;103;6.3;676;41.3
84;2021-02-19-2021-02-25;69;1082;65.8;491;45.4;34;3.1;70;6.5;487;45
84;2021-02-19-2021-02-25;79;777;62.4;332;42.7;12;1.5;53;6.8;380;48.9
84;2021-02-19-2021-02-25;89;552;66.9;180;32.6;12;2.2;38;6.9;322;58.3
84;2021-02-19-2021-02-25;90;254;62.3;72;28.3;4;1.6;24;9.4;154;60.6
84;2021-02-20-2021-02-26;09;569;71.8;341;59.9;19;3.3;28;4.9;181;31.8
84;2021-02-20-2021-02-26;19;1669;69.3;864;51.8;71;4.3;112;6.7;622;37.3
84;2021-02-20-2021-02-26;29;1630;63.4;832;51;66;4;128;7.9;604;37.1
84;2021-02-20-2021-02-26;39;1684;63.6;867;51.5;62;3.7;98;5.8;657;39
84;2021-02-20-2021-02-26;49;1600;63.9;856;53.5;76;4.8;98;6.1;570;35.6
84;2021-02-20-2021-02-26;59;1636;66.9;802;49;70;4.3;99;6.1;665;40.6
84;2021-02-20-2021-02-26;69;1064;65.8;509;47.8;34;3.2;68;6.4;453;42.6
84;2021-02-20-2021-02-26;79;754;62.4;334;44.3;15;2;61;8.1;344;45.6
84;2021-02-20-2021-02-26;89;529;66;190;35.9;9;1.7;41;7.8;289;54.6
84;2021-02-20-2021-02-26;90;239;62.7;67;28;4;1.7;19;7.9;149;62.3
84;2021-02-21-2021-02-27;09;574;71.8;354;61.7;18;3.1;29;5.1;173;30.1
84;2021-02-21-2021-02-27;19;1652;69.5;859;52;66;4;115;7;612;37
84;2021-02-21-2021-02-27;29;1644;63.7;863;52.5;66;4;142;8.6;573;34.9
84;2021-02-21-2021-02-27;39;1643;62.6;851;51.8;60;3.7;99;6;633;38.5
84;2021-02-21-2021-02-27;49;1599;64.2;868;54.3;81;5.1;100;6.3;550;34.4
84;2021-02-21-2021-02-27;59;1624;66.8;817;50.3;66;4.1;107;6.6;634;39
84;2021-02-21-2021-02-27;69;1058;66.2;516;48.8;36;3.4;70;6.6;436;41.2
84;2021-02-21-2021-02-27;79;760;62.2;343;45.1;17;2.2;63;8.3;337;44.3
84;2021-02-21-2021-02-27;89;520;65.9;194;37.3;9;1.7;40;7.7;277;53.3
84;2021-02-21-2021-02-27;90;234;62.7;64;27.4;5;2.1;20;8.5;145;62
84;2021-02-22-2021-02-28;09;573;71.4;351;61.3;18;3.1;29;5.1;175;30.5
84;2021-02-22-2021-02-28;19;1649;69.5;857;52;64;3.9;115;7;613;37.2
84;2021-02-22-2021-02-28;29;1647;63.6;864;52.5;66;4;143;8.7;574;34.9
84;2021-02-22-2021-02-28;39;1649;63.1;859;52.1;58;3.5;98;5.9;634;38.4
84;2021-02-22-2021-02-28;49;1596;64.3;869;54.4;79;4.9;100;6.3;548;34.3
84;2021-02-22-2021-02-28;59;1614;66.5;810;50.2;67;4.2;107;6.6;630;39
84;2021-02-22-2021-02-28;69;1053;66.1;515;48.9;35;3.3;71;6.7;432;41
84;2021-02-22-2021-02-28;79;748;61.9;342;45.7;17;2.3;61;8.2;328;43.9
84;2021-02-22-2021-02-28;89;512;64.9;196;38.3;11;2.1;40;7.8;265;51.8
84;2021-02-22-2021-02-28;90;236;62.4;66;28;4;1.7;23;9.7;143;60.6
84;2021-02-23-2021-03-01;09;572;71.9;350;61.2;21;3.7;32;5.6;169;29.5
84;2021-02-23-2021-03-01;19;1574;69.8;825;52.4;69;4.4;113;7.2;567;36
84;2021-02-23-2021-03-01;29;1691;65.5;912;53.9;65;3.8;163;9.6;551;32.6
84;2021-02-23-2021-03-01;39;1625;65.2;909;55.9;62;3.8;109;6.7;545;33.5
84;2021-02-23-2021-03-01;49;1609;66.5;911;56.6;74;4.6;104;6.5;520;32.3
84;2021-02-23-2021-03-01;59;1572;66.8;834;53.1;66;4.2;110;7;562;35.8
84;2021-02-23-2021-03-01;69;1066;67.8;544;51;41;3.8;74;6.9;407;38.2
84;2021-02-23-2021-03-01;79;764;64.1;378;49.5;20;2.6;56;7.3;310;40.6
84;2021-02-23-2021-03-01;89;488;65;185;37.9;9;1.8;43;8.8;251;51.4
84;2021-02-23-2021-03-01;90;210;63.8;54;25.7;4;1.9;25;11.9;127;60.5
84;2021-02-24-2021-03-02;09;558;72.3;346;62;22;3.9;35;6.3;155;27.8
84;2021-02-24-2021-03-02;19;1508;68.9;810;53.7;57;3.8;114;7.6;527;34.9
84;2021-02-24-2021-03-02;29;1710;66.2;936;54.7;68;4;185;10.8;521;30.5
84;2021-02-24-2021-03-02;39;1583;65;921;58.2;67;4.2;115;7.3;480;30.3
84;2021-02-24-2021-03-02;49;1597;67.4;909;56.9;74;4.6;117;7.3;497;31.1
84;2021-02-24-2021-03-02;59;1540;66.5;842;54.7;62;4;116;7.5;520;33.8
84;2021-02-24-2021-03-02;69;1039;67.4;546;52.6;37;3.6;81;7.8;375;36.1
84;2021-02-24-2021-03-02;79;746;65;387;51.9;22;2.9;60;8;277;37.1
84;2021-02-24-2021-03-02;89;480;65.5;179;37.3;11;2.3;43;9;247;51.5
84;2021-02-24-2021-03-02;90;181;59.2;55;30.4;4;2.2;21;11.6;101;55.8
84;2021-02-25-2021-03-03;09;543;72;330;60.8;23;4.2;44;8.1;146;26.9
84;2021-02-25-2021-03-03;19;1444;68.1;822;56.9;58;4;106;7.3;458;31.7
84;2021-02-25-2021-03-03;29;1676;66.4;962;57.4;64;3.8;177;10.6;473;28.2
84;2021-02-25-2021-03-03;39;1597;66.2;980;61.4;63;3.9;122;7.6;432;27.1
84;2021-02-25-2021-03-03;49;1575;67.8;928;58.9;71;4.5;111;7;465;29.5
84;2021-02-25-2021-03-03;59;1497;65.9;847;56.6;53;3.5;117;7.8;480;32.1
84;2021-02-25-2021-03-03;69;994;67.5;555;55.8;41;4.1;70;7;328;33
84;2021-02-25-2021-03-03;79;731;64;390;53.4;26;3.6;54;7.4;261;35.7
84;2021-02-25-2021-03-03;89;449;64.5;178;39.6;10;2.2;40;8.9;221;49.2
84;2021-02-25-2021-03-03;90;165;58.5;56;33.9;5;3;19;11.5;85;51.5
84;2021-02-26-2021-03-04;09;553;71.1;347;62.7;23;4.2;44;8;139;25.1
84;2021-02-26-2021-03-04;19;1437;67.2;858;59.7;59;4.1;105;7.3;415;28.9
84;2021-02-26-2021-03-04;29;1641;65.6;994;60.6;67;4.1;170;10.4;410;25
84;2021-02-26-2021-03-04;39;1585;65.4;1004;63.3;70;4.4;110;6.9;401;25.3
84;2021-02-26-2021-03-04;49;1553;67;951;61.2;64;4.1;101;6.5;437;28.1
84;2021-02-26-2021-03-04;59;1444;66.1;854;59.1;50;3.5;106;7.3;434;30.1
84;2021-02-26-2021-03-04;69;997;67.5;575;57.7;41;4.1;68;6.8;313;31.4
84;2021-02-26-2021-03-04;79;690;63.4;379;54.9;24;3.5;44;6.4;243;35.2
84;2021-02-26-2021-03-04;89;422;61.8;171;40.5;11;2.6;43;10.2;197;46.7
84;2021-02-26-2021-03-04;90;179;60.5;66;36.9;5;2.8;21;11.7;87;48.6
84;2021-02-27-2021-03-05;09;563;69.9;361;64.1;24;4.3;46;8.2;132;23.4
84;2021-02-27-2021-03-05;19;1407;66.4;883;62.8;43;3.1;105;7.5;376;26.7
84;2021-02-27-2021-03-05;29;1665;66;1047;62.9;58;3.5;167;10;393;23.6
84;2021-02-27-2021-03-05;39;1593;65;1042;65.4;70;4.4;103;6.5;378;23.7
84;2021-02-27-2021-03-05;49;1516;66.4;967;63.8;57;3.8;91;6;401;26.5
84;2021-02-27-2021-03-05;59;1414;65.7;880;62.2;47;3.3;95;6.7;392;27.7
84;2021-02-27-2021-03-05;69;959;65.9;571;59.5;40;4.2;66;6.9;282;29.4
84;2021-02-27-2021-03-05;79;679;61.8;396;58.3;24;3.5;37;5.4;222;32.7
84;2021-02-27-2021-03-05;89;412;61.6;174;42.2;13;3.2;40;9.7;185;44.9
84;2021-02-27-2021-03-05;90;168;59.8;65;38.7;5;3;20;11.9;78;46.4
84;2021-02-28-2021-03-06;09;556;68.5;353;63.5;26;4.7;48;8.6;129;23.2
84;2021-02-28-2021-03-06;19;1396;66.2;898;64.3;46;3.3;104;7.4;348;24.9
84;2021-02-28-2021-03-06;29;1654;65.1;1050;63.5;55;3.3;161;9.7;388;23.5
84;2021-02-28-2021-03-06;39;1628;64.9;1095;67.3;70;4.3;102;6.3;361;22.2
84;2021-02-28-2021-03-06;49;1525;65.8;985;64.6;61;4;93;6.1;386;25.3
84;2021-02-28-2021-03-06;59;1428;65.3;910;63.7;50;3.5;84;5.9;384;26.9
84;2021-02-28-2021-03-06;69;964;65.7;581;60.3;37;3.8;63;6.5;283;29.4
84;2021-02-28-2021-03-06;79;671;61.3;392;58.4;23;3.4;38;5.7;218;32.5
84;2021-02-28-2021-03-06;89;402;59;169;42;17;4.2;39;9.7;177;44
84;2021-02-28-2021-03-06;90;168;60.4;68;40.5;4;2.4;20;11.9;76;45.2
84;2021-03-01-2021-03-07;09;563;68.7;360;63.9;25;4.4;48;8.5;130;23.1
84;2021-03-01-2021-03-07;19;1398;66.1;899;64.3;46;3.3;104;7.4;349;25
84;2021-03-01-2021-03-07;29;1658;65.1;1052;63.4;56;3.4;162;9.8;388;23.4
84;2021-03-01-2021-03-07;39;1628;64.3;1095;67.3;71;4.4;103;6.3;359;22.1
84;2021-03-01-2021-03-07;49;1524;65.5;987;64.8;60;3.9;95;6.2;382;25.1
84;2021-03-01-2021-03-07;59;1426;64.8;910;63.8;48;3.4;86;6;382;26.8
84;2021-03-01-2021-03-07;69;970;65.1;584;60.2;36;3.7;63;6.5;287;29.6
84;2021-03-01-2021-03-07;79;670;61.4;392;58.5;23;3.4;38;5.7;217;32.4
84;2021-03-01-2021-03-07;89;394;58.7;167;42.4;15;3.8;40;10.2;172;43.7
84;2021-03-01-2021-03-07;90;158;58.7;67;42.4;4;2.5;15;9.5;72;45.6
84;2021-03-02-2021-03-08;09;585;68;395;67.5;25;4.3;46;7.9;119;20.3
84;2021-03-02-2021-03-08;19;1401;63.9;950;67.8;44;3.1;104;7.4;303;21.6
84;2021-03-02-2021-03-08;29;1642;63.5;1113;67.8;57;3.5;143;8.7;329;20
84;2021-03-02-2021-03-08;39;1643;63.1;1145;69.7;64;3.9;104;6.3;330;20.1
84;2021-03-02-2021-03-08;49;1570;65.9;1062;67.6;61;3.9;96;6.1;351;22.4
84;2021-03-02-2021-03-08;59;1438;64.4;971;67.5;48;3.3;90;6.3;329;22.9
84;2021-03-02-2021-03-08;69;924;63;581;62.9;37;4;57;6.2;249;26.9
84;2021-03-02-2021-03-08;79;658;60.1;408;62;25;3.8;35;5.3;190;28.9
84;2021-03-02-2021-03-08;89;396;57.6;174;43.9;17;4.3;39;9.8;166;41.9
84;2021-03-02-2021-03-08;90;143;55.2;67;46.9;3;2.1;11;7.7;62;43.4
84;2021-03-03-2021-03-09;09;611;67.1;415;67.9;29;4.7;60;9.8;107;17.5
84;2021-03-03-2021-03-09;19;1437;63.1;973;67.7;55;3.8;115;8;294;20.5
84;2021-03-03-2021-03-09;29;1600;61.2;1114;69.6;49;3.1;130;8.1;307;19.2
84;2021-03-03-2021-03-09;39;1619;62.4;1135;70.1;52;3.2;110;6.8;322;19.9
84;2021-03-03-2021-03-09;49;1574;64.3;1080;68.6;66;4.2;103;6.5;325;20.6
84;2021-03-03-2021-03-09;59;1416;62.7;979;69.1;52;3.7;84;5.9;301;21.3
84;2021-03-03-2021-03-09;69;935;62;600;64.2;39;4.2;51;5.5;245;26.2
84;2021-03-03-2021-03-09;79;622;58.2;390;62.7;23;3.7;30;4.8;179;28.8
84;2021-03-03-2021-03-09;89;359;54.1;166;46.2;15;4.2;35;9.7;143;39.8
84;2021-03-03-2021-03-09;90;147;57.4;64;43.5;2;1.4;17;11.6;64;43.5
84;2021-03-04-2021-03-10;09;616;65.3;439;71.3;28;4.5;56;9.1;93;15.1
84;2021-03-04-2021-03-10;19;1455;60.7;1018;70;61;4.2;119;8.2;257;17.7
84;2021-03-04-2021-03-10;29;1582;58.8;1132;71.6;51;3.2;118;7.5;281;17.8
84;2021-03-04-2021-03-10;39;1549;59.1;1108;71.5;49;3.2;104;6.7;288;18.6
84;2021-03-04-2021-03-10;49;1545;62.1;1078;69.8;70;4.5;104;6.7;293;19
84;2021-03-04-2021-03-10;59;1378;61.4;976;70.8;61;4.4;87;6.3;254;18.4
84;2021-03-04-2021-03-10;69;909;59.8;590;64.9;36;4;50;5.5;233;25.6
84;2021-03-04-2021-03-10;79;610;57.1;393;64.4;20;3.3;38;6.2;159;26.1
84;2021-03-04-2021-03-10;89;380;55;179;47.1;15;3.9;41;10.8;145;38.2
84;2021-03-04-2021-03-10;90;148;56.7;70;47.3;1;0.7;18;12.2;59;39.9
84;2021-03-05-2021-03-11;09;615;64.5;444;72.2;28;4.6;60;9.8;83;13.5
84;2021-03-05-2021-03-11;19;1503;60.4;1082;72;65;4.3;109;7.3;247;16.4
84;2021-03-05-2021-03-11;29;1658;58.9;1233;74.4;42;2.5;119;7.2;264;15.9
84;2021-03-05-2021-03-11;39;1574;59.4;1148;72.9;43;2.7;112;7.1;271;17.2
84;2021-03-05-2021-03-11;49;1592;62.6;1141;71.7;68;4.3;105;6.6;278;17.5
84;2021-03-05-2021-03-11;59;1400;61.4;1009;72.1;61;4.4;82;5.9;248;17.7
84;2021-03-05-2021-03-11;69;907;59;613;67.6;40;4.4;45;5;209;23
84;2021-03-05-2021-03-11;79;624;57.8;407;65.2;22;3.5;44;7.1;151;24.2
84;2021-03-05-2021-03-11;89;375;55.6;188;50.1;12;3.2;41;10.9;134;35.7
84;2021-03-05-2021-03-11;90;124;52.1;62;50;1;0.8;15;12.1;46;37.1
84;2021-03-06-2021-03-12;09;614;59.5;439;71.5;25;4.1;70;11.4;80;13
84;2021-03-06-2021-03-12;19;1491;55;1081;72.5;72;4.8;104;7;234;15.7
84;2021-03-06-2021-03-12;29;1581;54.8;1192;75.4;40;2.5;127;8;222;14
84;2021-03-06-2021-03-12;39;1508;56.4;1104;73.2;43;2.9;120;8;241;16
84;2021-03-06-2021-03-12;49;1523;57.8;1105;72.6;63;4.1;110;7.2;245;16.1
84;2021-03-06-2021-03-12;59;1301;56.7;958;73.6;54;4.2;89;6.8;200;15.4
84;2021-03-06-2021-03-12;69;899;56.5;630;70.1;39;4.3;44;4.9;186;20.7
84;2021-03-06-2021-03-12;79;579;55.5;380;65.6;21;3.6;44;7.6;134;23.1
84;2021-03-06-2021-03-12;89;355;52.6;185;52.1;11;3.1;42;11.8;117;33
84;2021-03-06-2021-03-12;90;119;49;63;52.9;2;1.7;13;10.9;41;34.5
84;2021-02-12-2021-02-18;0;9116;56.7;3699;40.6;276;3;405;4.4;4736;52
84;2021-02-13-2021-02-19;0;10177;62;4119;40.5;309;3;507;5;5242;51.5
84;2021-02-14-2021-02-20;0;10562;63.7;4336;41.1;321;3;518;4.9;5387;51
84;2021-02-15-2021-02-21;0;10642;64;4368;41;331;3.1;524;4.9;5419;50.9
84;2021-02-16-2021-02-22;0;10899;64.8;4744;43.5;345;3.2;539;4.9;5271;48.4
84;2021-02-17-2021-02-23;0;11180;65.6;5087;45.5;360;3.2;581;5.2;5152;46.1
84;2021-02-18-2021-02-24;0;11377;65.4;5362;47.1;370;3.3;638;5.6;5007;44
84;2021-02-19-2021-02-25;0;11477;65.5;5525;48.1;391;3.4;742;6.5;4819;42
84;2021-02-20-2021-02-26;0;11376;65.5;5662;49.8;426;3.7;754;6.6;4534;39.9
84;2021-02-21-2021-02-27;0;11310;65.4;5729;50.7;424;3.7;787;7;4370;38.6
84;2021-02-22-2021-02-28;0;11279;65.4;5729;50.8;419;3.7;789;7;4342;38.5
84;2021-02-23-2021-03-01;0;11173;66.7;5902;52.8;431;3.9;831;7.4;4009;35.9
84;2021-02-24-2021-03-02;0;10944;66.7;5931;54.2;424;3.9;889;8.1;3700;33.8
84;2021-02-25-2021-03-03;0;10673;66.7;6048;56.7;414;3.9;862;8.1;3349;31.4
84;2021-02-26-2021-03-04;0;10504;66.1;6199;59;414;3.9;814;7.7;3077;29.3
84;2021-02-27-2021-03-05;0;10378;65.5;6387;61.5;381;3.7;770;7.4;2840;27.4
84;2021-02-28-2021-03-06;0;10394;65;6502;62.6;389;3.7;752;7.2;2751;26.5
84;2021-03-01-2021-03-07;0;10391;64.7;6514;62.7;384;3.7;754;7.3;2739;26.4
84;2021-03-02-2021-03-08;0;10402;63.5;6867;66;381;3.7;725;7;2429;23.4
84;2021-03-03-2021-03-09;0;10322;62.2;6917;67;382;3.7;735;7.1;2288;22.2
84;2021-03-04-2021-03-10;0;10174;60.1;6984;68.6;392;3.9;735;7.2;2063;20.3
84;2021-03-05-2021-03-11;0;10373;60;7328;70.6;382;3.7;732;7.1;1931;18.6
84;2021-03-06-2021-03-12;0;9971;56;7138;71.6;370;3.7;763;7.7;1700;17
32;2021-02-12-2021-02-18;09;621;70.2;374;60.2;11;1.8;87;14;149;24
32;2021-02-12-2021-02-18;19;1676;64.6;941;56.1;34;2;199;11.9;502;30
32;2021-02-12-2021-02-18;29;1613;60.8;891;55.2;33;2;148;9.2;541;33.5
32;2021-02-12-2021-02-18;39;1866;63;1060;56.8;34;1.8;187;10;585;31.4
32;2021-02-12-2021-02-18;49;1806;62.4;1010;55.9;45;2.5;157;8.7;594;32.9
32;2021-02-12-2021-02-18;59;1589;63.4;845;53.2;25;1.6;166;10.4;553;34.8
32;2021-02-12-2021-02-18;69;1062;60.9;543;51.1;24;2.3;109;10.3;386;36.3
32;2021-02-12-2021-02-18;79;675;54.5;334;49.5;11;1.6;63;9.3;267;39.6
32;2021-02-12-2021-02-18;89;502;53.7;208;41.4;10;2;44;8.8;240;47.8
32;2021-02-12-2021-02-18;90;242;54.9;102;42.1;4;1.7;36;14.9;100;41.3
32;2021-02-13-2021-02-19;09;649;73.9;377;58.1;13;2;97;14.9;162;25
32;2021-02-13-2021-02-19;19;1855;68.8;1038;56;44;2.4;194;10.5;579;31.2
32;2021-02-13-2021-02-19;29;1829;65.2;1025;56;34;1.9;159;8.7;611;33.4
32;2021-02-13-2021-02-19;39;2044;66.6;1170;57.2;44;2.2;194;9.5;636;31.1
32;2021-02-13-2021-02-19;49;2080;67;1168;56.2;52;2.5;162;7.8;698;33.6
32;2021-02-13-2021-02-19;59;1761;66.9;961;54.6;38;2.2;166;9.4;596;33.8
32;2021-02-13-2021-02-19;69;1197;65;625;52.2;26;2.2;111;9.3;435;36.3
32;2021-02-13-2021-02-19;79;753;59.1;383;50.9;16;2.1;62;8.2;292;38.8
32;2021-02-13-2021-02-19;89;581;59.4;245;42.2;11;1.9;53;9.1;272;46.8
32;2021-02-13-2021-02-19;90;251;57.7;99;39.4;4;1.6;34;13.5;114;45.4
32;2021-02-14-2021-02-20;09;660;74.9;390;59.1;12;1.8;99;15;159;24.1
32;2021-02-14-2021-02-20;19;1920;70.2;1079;56.2;46;2.4;201;10.5;594;30.9
32;2021-02-14-2021-02-20;29;1901;66.5;1067;56.1;35;1.8;169;8.9;630;33.1
32;2021-02-14-2021-02-20;39;2123;68.2;1225;57.7;44;2.1;195;9.2;659;31
32;2021-02-14-2021-02-20;49;2174;68.3;1217;56;55;2.5;167;7.7;735;33.8
32;2021-02-14-2021-02-20;59;1866;67.9;1023;54.8;44;2.4;181;9.7;618;33.1
32;2021-02-14-2021-02-20;69;1235;66.5;650;52.6;28;2.3;116;9.4;441;35.7
32;2021-02-14-2021-02-20;79;805;61.7;401;49.8;20;2.5;71;8.8;313;38.9
32;2021-02-14-2021-02-20;89;621;61.2;261;42;12;1.9;62;10;286;46.1
32;2021-02-14-2021-02-20;90;249;58.3;99;39.8;4;1.6;33;13.3;113;45.4
32;2021-02-15-2021-02-21;09;667;74.9;398;59.7;13;1.9;94;14.1;162;24.3
32;2021-02-15-2021-02-21;19;1942;70.3;1093;56.3;46;2.4;199;10.2;604;31.1
32;2021-02-15-2021-02-21;29;1942;67.1;1096;56.4;35;1.8;172;8.9;639;32.9
